Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,target
-1.2332742655295212,2.758632998977856,0.47467562379722095,5.915661330860918,0.2574279551555407,-4.3400370105057515,pet_waste
-0.3423081036728888,0.964726019825874,-0.3082200934229874,1.9208992569361847,0.8250337406405526,0.49019225495447377,shoe
-0.24439136059081865,-2.7934971525936403,-2.1056227889020716,-3.8487785836641333,16.754588663274305,-21.59825366129098,clear
-1.549531393873657,2.8796325832715537,-2.3000624869882986,5.021836455580203,7.054004675407367,-8.770828327775712,clear
-1.0867524721669926,1.626315013631624,-1.7178629625605701,2.5267632120377934,9.26558948867964,-13.665237554051469,clear
-0.1571833339048542,-3.865049945966791,-1.2477809115867151,-1.8000993494318607,5.671832121075112,0.377661466240973,clear
-1.4451737749921398,0.9652329359333984,1.5589900508038415,5.433994396506115,3.2783236346105307,-12.618471633375473,tissue
0.5652459501595961,6.775070072185835,1.7429353071346443,1.9968532395510583,-2.286892506128649,-7.856006790194009,pet_waste
1.467173900693155,0.5683383076962625,1.0352171834905992,-0.7821371324042856,-13.925566870503756,28.800264625264113,cable
0.17075740533434242,-2.3105003225690215,1.0080232257946202,-0.6514677667048898,-0.07564270121366325,2.2591519295020803,tissue
0.4280684106411453,4.127635544733613,1.3126332327885097,2.3615648557827655,-6.272550895543185,5.794988203547438,pet_waste
-1.1799055092727997,-4.095160279657212,-3.3504205477573312,-0.6646817422170653,14.083171433466664,-10.082635428357793,clear
0.34321824092474945,-2.2298234196701534,1.1963121341306118,-1.7717214016806124,2.3986164820028915,-3.729723585928074,tissue
-0.5733046832040555,0.7807784488000507,-1.1611109826533237,0.5971685564924482,8.965969429840367,-13.61046344002133,clear
-1.2195925329105533,2.6450202545696504,-0.9829749555287496,4.485327831361823,4.9907559059863,-8.783861312355649,clear
1.1209067287249426,-4.93010405274437,1.5126122109448663,-2.8130872667499425,-8.601806398355741,22.831714127602908,clear
0.4296898959635911,-0.9545566061404431,-1.2155114056921268,-2.0534943114756574,2.7673053351316197,2.9355661039865177,cable
0.2923539325507224,-1.426149592213714,2.3703636434361033,-0.7679391755714351,0.9174988782860434,-6.133029397092428,sock
0.4145677852622298,-2.744314483365754,0.579133278323312,-3.7078863101854025,8.34741619069408,-13.366181366963641,cable
-0.19620934543525378,2.0214575036659648,0.7231406587791781,1.9440122705884892,0.924752221495203,-4.955687951361422,tissue
1.5590956463786076,0.42936964396368077,0.89201650386442,-2.2645721949228084,-9.300693032752879,19.706466971914516,sock
1.335373225382209,2.945224256665198,1.57533684278025,-0.7536916660131852,-8.027877619720329,10.817989352431407,sock
1.1134215640982301,-4.1316257513535115,0.4507754120883579,-6.065399543896458,5.852441077654732,-5.154019121104989,pet_waste
-0.973688142101579,-2.9453179154707256,1.653444179664732,2.800688455635844,1.4496451448937029,-3.4090224517907544,sock
0.13942123668508344,-0.03397905510197913,-0.14667953523939956,-0.7451563738279432,3.61119019234565,-4.37391053242282,clear
-1.1972828109128235,2.5816796116731564,-0.7652770502061016,4.31445967812178,5.430352435074193,-10.445390421216365,clear
-0.19517138075571175,0.8182885468072467,-1.4867101615982565,0.009754423236020063,5.774259033013427,-5.330425518911769,clear
-1.5996977206311138,1.2528802389895928,-2.0323617251098045,2.735344209928134,15.088246630157363,-24.79108085088694,clear
-0.6111263097482446,-1.0991274876166355,-0.5204672062856416,3.784640646336187,-6.52685426412741,19.627000340508584,clear
0.05978688284478215,-3.773125764927195,1.8669203531180776,-1.5807253754517467,3.740064046164191,-7.242906401907222,sock
